state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
Wisconsin,Rusk,55107,5257,2517,7886,66.66%,31.92%,98.58%,RIGHT,14178
Wisconsin,St. Croix,55109,32199,23190,56707,56.78%,40.89%,97.68%,RIGHT,90687
Wisconsin,Sauk,55111,17493,18108,36203,48.32%,50.02%,98.34%,LEFT,64442
Wisconsin,Sawyer,55113,5909,4498,10510,56.22%,42.80%,99.02%,RIGHT,16558
Wisconsin,Shawano,55115,15173,7131,22607,67.12%,31.54%,98.66%,RIGHT,40899
Wisconsin,Sheboygan,55117,37609,27101,66003,56.98%,41.06%,98.04%,RIGHT,115340
Wisconsin,Taylor,55119,7655,2693,10684,71.65%,25.21%,96.86%,RIGHT,20343
Wisconsin,Trempealeau,55121,8833,6285,15220,58.04%,41.29%,99.33%,RIGHT,29649
Wisconsin,Vernon,55123,8218,7457,15914,51.64%,46.86%,98.50%,RIGHT,30822
Wisconsin,Vilas,55125,9261,5903,15369,60.26%,38.41%,98.67%,RIGHT,22195
Wisconsin,Walworth,55127,33851,22789,57600,58.77%,39.56%,98.33%,RIGHT,103868
Wisconsin,Washburn,55129,6334,3867,10378,61.03%,37.26%,98.29%,RIGHT,15720
Wisconsin,Washington,55131,60237,26650,88070,68.40%,30.26%,98.66%,RIGHT,136034
Wisconsin,Waukesha,55133,159649,103906,267996,59.57%,38.77%,98.34%,RIGHT,404198
Wisconsin,Waupaca,55135,18952,9703,29130,65.06%,33.31%,98.37%,RIGHT,50990
Wisconsin,Waushara,55137,9016,4388,13568,66.45%,32.34%,98.79%,RIGHT,24443
Wisconsin,Winnebago,55139,47796,44060,94160,50.76%,46.79%,97.55%,RIGHT,171907
Wisconsin,Wood,55141,24308,16365,41298,58.86%,39.63%,98.49%,RIGHT,72999
