state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
Louisiana,Sabine,22085,8776,1731,10596,82.82%,16.34%,99.16%,RIGHT,23884
Louisiana,St. Bernard,22087,11179,6151,17650,63.34%,34.85%,98.19%,RIGHT,47244
Louisiana,St. Charles,22089,18233,9800,28517,63.94%,34.37%,98.30%,RIGHT,53100
Louisiana,St. Helena,22091,2714,3346,6158,44.07%,54.34%,98.41%,LEFT,10132
Louisiana,St. James,22093,5954,6510,12590,47.29%,51.71%,99.00%,LEFT,21096
Louisiana,St. John the Baptist,22095,7538,13582,21432,35.17%,63.37%,98.54%,LEFT,42837
Louisiana,St. Landry,22097,23171,17372,41154,56.30%,42.21%,98.52%,RIGHT,82124
Louisiana,St. Martin,22099,18203,8439,27038,67.32%,31.21%,98.54%,RIGHT,53431
Louisiana,St. Mary,22101,14811,8055,23186,63.88%,34.74%,98.62%,RIGHT,49348
Louisiana,St. Tammany,22103,99666,37746,140110,71.13%,26.94%,98.07%,RIGHT,260419
Louisiana,Tangipahoa,22105,37806,18887,57661,65.57%,32.76%,98.32%,RIGHT,134758
Louisiana,Tensas,22107,1197,1329,2554,46.87%,52.04%,98.90%,LEFT,4334
Louisiana,Terrebonne,22109,34339,11198,46240,74.26%,24.22%,98.48%,RIGHT,110461
Louisiana,Union,22111,8407,2654,11201,75.06%,23.69%,98.75%,RIGHT,22108
Louisiana,Vermilion,22113,21930,5009,27324,80.26%,18.33%,98.59%,RIGHT,59511
Louisiana,Vernon,22115,14107,2898,17268,81.69%,16.78%,98.48%,RIGHT,47429
Louisiana,Washington,22117,13307,5970,19513,68.20%,30.59%,98.79%,RIGHT,46194
Louisiana,Webster,22119,11830,6172,18216,64.94%,33.88%,98.83%,RIGHT,38340
Louisiana,West Baton Rouge,22121,7684,6200,14097,54.51%,43.98%,98.49%,RIGHT,26465
Louisiana,West Carroll,22123,4317,710,5052,85.45%,14.05%,99.51%,RIGHT,10830
Louisiana,West Feliciana,22125,3863,2298,6268,61.63%,36.66%,98.29%,RIGHT,15568
Louisiana,Winn,22127,4619,1543,6225,74.20%,24.79%,98.99%,RIGHT,13904
