state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
Tennessee,Lake,47095,1492,526,2034,73.35%,25.86%,99.21%,RIGHT,7016
Tennessee,Lauderdale,47097,5672,3193,8963,63.28%,35.62%,98.91%,RIGHT,25633
Tennessee,Lawrence,47099,15334,3195,18718,81.92%,17.07%,98.99%,RIGHT,44142
Tennessee,Lewis,47101,4473,1068,5604,79.82%,19.06%,98.88%,RIGHT,12268
Tennessee,Lincoln,47103,12258,2909,15575,78.70%,18.68%,97.38%,RIGHT,34366
Tennessee,Loudon,47105,21684,6933,29375,73.82%,23.60%,97.42%,RIGHT,54068
Tennessee,McMinn,47107,18175,4357,22815,79.66%,19.10%,98.76%,RIGHT,53794
Tennessee,McNairy,47109,9085,1943,11267,80.63%,17.25%,97.88%,RIGHT,25694
Tennessee,Macon,47111,8095,1307,9486,85.34%,13.78%,99.11%,RIGHT,24602
Tennessee,Madison,47113,23922,18309,42847,55.83%,42.73%,98.56%,RIGHT,97984
Tennessee,Marion,47115,9873,3165,13204,74.77%,23.97%,98.74%,RIGHT,28907
Tennessee,Marshall,47117,11029,3603,14862,74.21%,24.24%,98.45%,RIGHT,34375
Tennessee,Maury,47119,31408,14386,46561,67.46%,30.90%,98.35%,RIGHT,96387
Tennessee,Meigs,47121,4464,1008,5529,80.74%,18.23%,98.97%,RIGHT,12422
Tennessee,Monroe,47123,16742,3760,20749,80.69%,18.12%,98.81%,RIGHT,46545
Tennessee,Montgomery,47125,42156,32426,76678,54.98%,42.29%,97.27%,RIGHT,208993
Tennessee,Moore,47127,2888,573,3539,81.60%,16.19%,97.80%,RIGHT,6488
Tennessee,Morgan,47129,6926,1161,8218,84.28%,14.13%,98.41%,RIGHT,21403
Tennessee,Obion,47131,10790,2589,13521,79.80%,19.15%,98.95%,RIGHT,30069
Tennessee,Overton,47133,7911,2028,10025,78.91%,20.23%,99.14%,RIGHT,22241
Tennessee,Perry,47135,2775,615,3428,80.95%,17.94%,98.89%,RIGHT,8076
Tennessee,Pickett,47137,2373,524,2922,81.21%,17.93%,99.14%,RIGHT,5048
Tennessee,Polk,47139,6792,1492,8360,81.24%,17.85%,99.09%,RIGHT,16832
Tennessee,Putnam,47141,23694,9154,33481,70.77%,27.34%,98.11%,RIGHT,80245
Tennessee,Rhea,47143,11031,2363,13608,81.06%,17.36%,98.43%,RIGHT,33167
Tennessee,Roane,47145,19195,6034,25914,74.07%,23.28%,97.36%,RIGHT,53382
Tennessee,Robertson,47147,24535,8690,33712,72.78%,25.78%,98.56%,RIGHT,71813
Tennessee,Rutherford,47149,81373,59189,143931,56.54%,41.12%,97.66%,RIGHT,332285
Tennessee,Scott,47151,8004,986,9052,88.42%,10.89%,99.32%,RIGHT,22068
Tennessee,Sequatchie,47153,5846,1295,7239,80.76%,17.89%,98.65%,RIGHT,15026
Tennessee,Sevier,47155,33742,8695,43574,77.44%,19.95%,97.39%,RIGHT,98250
Tennessee,Shelby,47157,129543,245208,381858,33.92%,64.21%,98.14%,LEFT,937166
Tennessee,Smith,47159,7124,1798,9035,78.85%,19.90%,98.75%,RIGHT,20157
Tennessee,Stewart,47161,4942,1230,6283,78.66%,19.58%,98.23%,RIGHT,13715
Tennessee,Sullivan,47163,55774,17226,74206,75.16%,23.21%,98.37%,RIGHT,158348
Tennessee,Sumner,47165,63404,27630,92529,68.52%,29.86%,98.38%,RIGHT,191283
Tennessee,Tipton,47167,20063,6832,27291,73.52%,25.03%,98.55%,RIGHT,61599
Tennessee,Trousdale,47169,2930,1011,3991,73.42%,25.33%,98.75%,RIGHT,11284
Tennessee,Unicoi,47171,6593,1610,8294,79.49%,19.41%,98.90%,RIGHT,17883
Tennessee,Union,47173,6777,1248,8096,83.71%,15.42%,99.12%,RIGHT,19972
Tennessee,Van Buren,47175,2338,544,2917,80.15%,18.65%,98.80%,RIGHT,5872
Tennessee,Warren,47177,12323,4126,16692,73.83%,24.72%,98.54%,RIGHT,41277
Tennessee,Washington,47179,40120,18214,59430,67.51%,30.65%,98.16%,RIGHT,129375
Tennessee,Wayne,47181,5795,820,6667,86.92%,12.30%,99.22%,RIGHT,16673
Tennessee,Weakley,47183,10382,3011,13710,75.73%,21.96%,97.69%,RIGHT,33328
Tennessee,White,47185,9587,2134,11867,80.79%,17.98%,98.77%,RIGHT,27345
Tennessee,Williamson,47187,86469,50161,138932,62.24%,36.10%,98.34%,RIGHT,238412
Tennessee,Wilson,47189,50149,22197,74092,67.68%,29.96%,97.64%,RIGHT,144657
