state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
Virginia,Rappahannock,51157,2812,2096,4978,56.49%,42.11%,98.59%,RIGHT,7370
Virginia,Richmond,51159,2547,1513,4102,62.09%,36.88%,98.98%,RIGHT,9023
Virginia,Roanoke,51161,34268,21801,57184,59.93%,38.12%,98.05%,RIGHT,94186
Virginia,Rockbridge,51163,8088,4086,12373,65.37%,33.02%,98.39%,RIGHT,22573
Virginia,Rockingham,51165,30349,12644,43811,69.27%,28.86%,98.13%,RIGHT,81948
Virginia,Russell,51167,10879,2373,13386,81.27%,17.73%,99.00%,RIGHT,26586
Virginia,Scott,51169,9063,1692,10869,83.38%,15.57%,98.95%,RIGHT,21566
Virginia,Shenandoah,51171,16463,6836,23684,69.51%,28.86%,98.37%,RIGHT,43616
Virginia,Smyth,51173,10963,3008,14136,77.55%,21.28%,98.83%,RIGHT,30104
Virginia,Southampton,51175,5730,3969,9786,58.55%,40.56%,99.11%,RIGHT,17631
Virginia,Spotsylvania,51177,39411,34307,75317,52.33%,45.55%,97.88%,RIGHT,136215
Virginia,Stafford,51179,37636,40245,79625,47.27%,50.54%,97.81%,LEFT,152882
Virginia,Surry,51181,2025,2397,4471,45.29%,53.61%,98.90%,LEFT,6422
Virginia,Sussex,51183,2219,2827,5088,43.61%,55.56%,99.17%,LEFT,11159
Virginia,Tazewell,51185,16731,3205,20134,83.10%,15.92%,99.02%,RIGHT,40595
Virginia,Warren,51187,14069,6603,21147,66.53%,31.22%,97.75%,RIGHT,40164
Virginia,Washington,51191,21679,6617,28685,75.58%,23.07%,98.64%,RIGHT,53740
Virginia,Westmoreland,51193,5318,4501,9933,53.54%,45.31%,98.85%,RIGHT,18015
Virginia,Wise,51195,13366,3110,16615,80.45%,18.72%,99.16%,RIGHT,37383
Virginia,Wythe,51197,11733,3143,15072,77.85%,20.85%,98.70%,RIGHT,28684
Virginia,York,51199,20241,17683,38787,52.19%,45.59%,97.78%,RIGHT,68280
Virginia,Alexandria city,51510,14544,66240,82508,17.63%,80.28%,97.91%,LEFT,159428
Virginia,Bristol city,51520,5347,2313,7806,68.50%,29.63%,98.13%,RIGHT,16762
Virginia,Buena Vista city,51530,1863,825,2776,67.11%,29.72%,96.83%,RIGHT,6478
Virginia,Charlottesville city,51540,3094,20696,24205,12.78%,85.50%,98.29%,LEFT,47266
Virginia,Chesapeake city,51550,58180,66377,127108,45.77%,52.22%,97.99%,LEFT,244835
Virginia,Colonial Heights city,51570,6007,2972,9146,65.68%,32.50%,98.17%,RIGHT,17370
Virginia,Covington city,51580,1580,964,2603,60.70%,37.03%,97.73%,RIGHT,5538
Virginia,Danville city,51590,7428,11710,19389,38.31%,60.40%,98.71%,LEFT,40044
Virginia,Emporia city,51595,754,1612,2381,31.67%,67.70%,99.37%,LEFT,5346
Virginia,Fairfax city,51600,4007,9174,13483,29.72%,68.04%,97.76%,LEFT,24019
Virginia,Falls Church city,51610,1490,7146,8819,16.90%,81.03%,97.92%,LEFT,14617
Virginia,Franklin city,51620,1487,2525,4058,36.64%,62.22%,98.87%,LEFT,7967
Virginia,Fredericksburg city,51630,4037,8517,12862,31.39%,66.22%,97.61%,LEFT,29036
Virginia,Galax city,51640,1838,777,2638,69.67%,29.45%,99.13%,RIGHT,6347
Virginia,Hampton city,51650,18430,46220,65901,27.97%,70.14%,98.10%,LEFT,134510
Virginia,Harrisonburg city,51660,5591,11022,17086,32.72%,64.51%,97.23%,LEFT,53016
Virginia,Hopewell city,51670,4020,5430,9608,41.84%,56.52%,98.36%,LEFT,22529
Virginia,Lexington city,51678,906,1791,2762,32.80%,64.84%,97.65%,LEFT,7446
Virginia,Lynchburg city,51680,17097,18048,36363,47.02%,49.63%,96.65%,LEFT,82168
Virginia,Manassas city,51683,6256,10356,16968,36.87%,61.03%,97.90%,LEFT,41085
Virginia,Manassas Park city,51685,1979,3992,6087,32.51%,65.58%,98.09%,LEFT,17478
Virginia,Martinsville city,51690,2165,3766,6013,36.01%,62.63%,98.64%,LEFT,12554
Virginia,Newport News city,51700,26377,53099,81203,32.48%,65.39%,97.87%,LEFT,179225
Virginia,Norfolk city,51710,23443,64440,89881,26.08%,71.69%,97.78%,LEFT,242742
Virginia,Norton city,51720,1109,464,1601,69.27%,28.98%,98.25%,RIGHT,3981
Virginia,Petersburg city,51730,1584,12389,14118,11.22%,87.75%,98.97%,LEFT,31346
Virginia,Poquoson city,51735,5605,2054,7857,71.34%,26.14%,97.48%,RIGHT,12271
Virginia,Portsmouth city,51740,12755,30948,44582,28.61%,69.42%,98.03%,LEFT,94398
Virginia,Radford city,51750,2786,3358,6320,44.08%,53.13%,97.22%,LEFT,18249
Virginia,Richmond city,51760,16603,92175,111159,14.94%,82.92%,97.86%,LEFT,230436
Virginia,Roanoke city,51770,15607,26773,43323,36.02%,61.80%,97.82%,LEFT,99143
Virginia,Salem city,51775,7683,5148,13051,58.87%,39.45%,98.31%,RIGHT,25301
Virginia,Staunton city,51790,5695,6981,12990,43.84%,53.74%,97.58%,LEFT,24932
Virginia,Suffolk city,51800,20082,28676,49642,40.45%,57.77%,98.22%,LEFT,92108
Virginia,Virginia Beach city,51810,105087,117393,227561,46.18%,51.59%,97.77%,LEFT,449974
Virginia,Waynesboro city,51820,5507,4961,10717,51.39%,46.29%,97.68%,RIGHT,22630
Virginia,Williamsburg city,51830,1963,4790,6883,28.52%,69.59%,98.11%,LEFT,14954
Virginia,Winchester city,51840,5221,6610,12106,43.13%,54.60%,97.73%,LEFT,28078
