state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
Oklahoma,Pushmataha,40127,4016,668,4739,84.74%,14.10%,98.84%,RIGHT,11096
Oklahoma,Roger Mills,40129,1629,168,1834,88.82%,9.16%,97.98%,RIGHT,3583
Oklahoma,Rogers,40131,34031,9589,44553,76.38%,21.52%,97.91%,RIGHT,92459
Oklahoma,Seminole,40133,6011,2150,8337,72.10%,25.79%,97.89%,RIGHT,24258
Oklahoma,Sequoyah,40135,12113,3035,15386,78.73%,19.73%,98.45%,RIGHT,41569
Oklahoma,Stephens,40137,15560,3154,19057,81.65%,16.55%,98.20%,RIGHT,43143
Oklahoma,Texas,40139,4505,894,5521,81.60%,16.19%,97.79%,RIGHT,19983
Oklahoma,Tillman,40141,2076,597,2708,76.66%,22.05%,98.71%,RIGHT,7250
Oklahoma,Tulsa,40143,150574,108996,266678,56.46%,40.87%,97.33%,RIGHT,651552
Oklahoma,Wagoner,40145,26165,8464,35338,74.04%,23.95%,97.99%,RIGHT,81289
Oklahoma,Washington,40147,17076,5790,23501,72.66%,24.64%,97.30%,RIGHT,51527
Oklahoma,Washita,40149,4086,598,4777,85.53%,12.52%,98.05%,RIGHT,10916
Oklahoma,Woods,40151,2993,591,3678,81.38%,16.07%,97.44%,RIGHT,8793
Oklahoma,Woodward,40153,6611,1005,7785,84.92%,12.91%,97.83%,RIGHT,20211
