SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,UNDER 19 ALL,UNDER 19 F,UNDER 19 M,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,TOT 20-64 POP,F 20-64 POP ,M 20-64 POP ,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
50,1,1083,Alabama,Limestone County,2019,98915,49444,49471,5474,2795,2679,11262,5590,5672,5337,2698,2639,7616,3998,3618,79497,39683,39814,76842,38361,38481,38029,19591,18438,26410,13591,12819,27735,13983,13752,15081,6789,8292,5474,2795,2679,6012,2968,3044,6584,3318,3266,6220,3172,3048,24290,12037,12253,5399,2828,2571,6432,3318,3114,6492,3331,3161,6864,3543,3321,6622,3399,3223,7050,3602,3448,7207,3645,3562,7250,3680,3570,6228,3056,3172,59544,29142,30402,4937,2406,2531,4157,1890,2267,2815,1279,1536,1740,731,1009,1432,483,949,40,39.2,40.9
50,1,1085,Alabama,Lowndes County,2019,9726,4570,5156,586,308,278,1118,540,578,435,227,208,746,367,379,7801,3617,4184,7587,3495,4092,3297,1612,1685,2226,1071,1155,2694,1241,1453,1921,816,1105,586,308,278,628,305,323,600,288,312,541,282,259,2355,1172,1183,530,259,271,638,316,322,584,281,303,533,259,274,471,215,256,555,254,301,653,298,355,765,359,406,721,330,391,5450,2879,2571,583,281,302,510,205,305,370,166,204,236,97,139,222,67,155,42.4,39.8,44.6
50,1,1087,Alabama,Macon County,2019,18068,8218,9850,875,455,420,1514,743,771,707,371,336,3091,1365,1726,15355,6841,8514,14972,6649,8323,7286,3360,3926,3653,1714,1939,4443,2002,2441,3785,1568,2217,875,455,420,830,399,431,849,434,415,1548,728,820,4102,2086,2016,2085,918,1167,1208,576,632,873,391,482,788,372,416,784,375,409,953,423,530,1039,465,574,1213,533,680,1238,581,657,10181,5547,4634,1302,562,740,984,430,554,672,287,385,418,160,258,409,129,280,39.9,38,41.9
50,1,1089,Alabama,Madison County,2019,372909,182366,190543,21862,11144,10718,40329,20624,19705,18523,9457,9066,35394,17841,17553,301496,145857,155639,292195,141141,151054,147716,74100,73616,98467,49179,49288,101198,49039,52159,57136,25082,32054,21862,11144,10718,22016,11251,10765,22981,11750,11231,24175,12320,11855,91034,44569,46465,25074,12601,12473,27249,14065,13184,25563,12738,12825,24124,11993,12131,21531,10383,11148,23027,10961,12066,25112,12170,12942,28818,14120,14698,24241,11788,12453,224739,113920,110819,18271,8568,9703,14803,6720,8083,10378,4424,5954,7253,3004,4249,6431,2366,4065,38.6,37.2,40
50,1,1091,Alabama,Marengo County,2019,18863,8839,10024,1165,583,582,2128,1038,1090,954,494,460,1504,768,736,15096,6970,8126,14616,6724,7892,6631,3227,3404,4399,2088,2311,4964,2256,2708,3749,1612,2137,1165,583,582,1104,534,570,1250,627,623,1160,597,563,4679,2338,2341,1072,542,530,1234,606,628,1103,517,586,990,454,536,1072,511,561,1158,512,646,1202,565,637,1260,548,712,1344,631,713,10435,5549,4886,1135,554,581,988,427,561,704,321,383,435,159,276,487,151,336,41.7,39.6,43.5
50,1,1093,Alabama,Marion County,2019,29709,14626,15083,1572,831,741,3104,1579,1525,1494,767,727,2223,1205,1018,24303,11824,12479,23539,11449,12090,10050,5082,4968,6697,3310,3387,8230,4136,4094,6389,2798,3591,1572,831,741,1681,832,849,1787,947,840,1761,923,838,6801,3268,3533,1592,849,743,1760,876,884,1653,829,824,1645,792,853,1639,813,826,2009,1035,974,2078,1045,1033,2153,1086,1067,1990,970,1020,16519,8224,8295,1823,867,956,1675,753,922,1222,541,681,950,388,562,719,249,470,44.3,42.5,45.8
50,1,1095,Alabama,Marshall County,2019,96774,47717,49057,6975,3518,3457,11945,6170,5775,5416,2737,2679,7676,4065,3611,75054,36604,38450,72438,35292,37146,34848,17749,17099,23160,11675,11485,24852,12304,12548,16750,7248,9502,6975,3518,3457,6475,3362,3113,6874,3536,3338,6174,3134,3040,26498,12948,13550,5514,2940,2574,6284,3226,3058,5719,2887,2832,5772,2899,2873,5385,2663,2722,6208,3062,3146,6043,3107,2936,6534,3188,3346,6067,2947,3120,53526,26607,26919,5199,2373,2826,4438,2019,2419,3303,1475,1828,2039,793,1246,1771,588,1183,38.9,37.2,40.4
50,1,1097,Alabama,Mobile County,2019,413210,196374,216836,27158,13730,13428,47951,24124,23827,21233,10785,10448,36438,17970,18468,327631,153193,174438,316868,147735,169133,160138,77256,82882,107646,51138,56508,104042,48994,55048,68742,29633,39109,27158,13730,13428,26316,13152,13164,26814,13609,13205,26239,13294,12945,106527,52742,53785,26253,12824,13429,30329,14707,15622,27606,12980,14626,25762,12139,13623,23949,11312,12637,24462,11585,12877,24734,11698,13036,27803,13008,14795,27043,12703,14340,237941,124985,112956,22666,10505,12161,18329,8189,10140,12370,5253,7117,7974,3224,4750,7403,2462,4941,38.1,36.6,39.4
50,1,1099,Alabama,Monroe County,2019,20733,9869,10864,1058,555,503,2195,1136,1059,1120,560,560,1701,888,813,16908,7879,9029,16360,7618,8742,7036,3384,3652,4507,2089,2418,5767,2716,3051,4385,1925,2460,1058,555,503,1153,596,557,1334,693,641,1321,679,642,4866,2343,2523,1208,616,592,1248,614,634,1001,451,550,1095,497,598,1163,527,636,1335,628,707,1345,614,731,1520,732,788,1567,742,825,11482,6061,5421,1381,636,745,1062,513,549,867,379,488,510,214,296,565,183,382,44.1,42.4,45.5
50,1,1101,Alabama,Montgomery County,2019,226486,106394,120092,15300,7681,7619,26410,13274,13136,11178,5650,5528,22494,11132,11362,179247,82651,96596,173598,79789,93809,91620,44131,47489,60691,28745,31946,55132,25230,29902,35281,14682,20599,15300,7681,7619,14688,7417,7271,14465,7253,7212,14927,7681,7246,59380,29348,30032,16002,7705,8297,16947,8234,8713,15626,7401,8225,14882,6953,7929,13236,6157,7079,13639,6294,7345,13094,6141,6953,14480,6580,7900,13919,6215,7704,131825,70145,61680,11968,5079,6889,8938,4034,4904,6109,2554,3555,4139,1572,2567,4127,1443,2684,36.8,34.9,38.4
50,1,1103,Alabama,Morgan County,2019,119679,58888,60791,7245,3668,3577,13736,7078,6658,6364,3248,3116,9301,4776,4525,95507,46521,48986,92334,44894,47440,43243,21892,21351,29168,14674,14494,32524,16081,16443,21341,9363,11978,7245,3668,3577,7405,3797,3608,7921,4087,3834,7333,3767,3566,29904,14585,15319,6742,3451,3291,7586,3824,3762,7130,3611,3519,7331,3701,3630,7121,3538,3583,7681,3886,3795,8302,4083,4219,8599,4297,4302,7942,3815,4127,68434,34228,34206,6798,3116,3682,5620,2535,3085,4091,1836,2255,2612,1074,1538,2220,802,1418,40.8,39.4,42.2
50,1,1105,Alabama,Perry County,2019,8923,4152,4771,507,276,231,917,465,452,443,219,224,1264,663,601,7290,3302,3988,7056,3192,3864,3461,1659,1802,1852,827,1025,2145,986,1159,1795,716,1079,507,276,231,498,246,252,517,269,248,849,457,392,2371,1123,1248,760,375,385,536,248,288,425,202,223,457,193,264,434,184,250,507,235,272,479,232,247,543,238,305,616,281,335,4757,2569,2188,503,210,293,430,182,248,360,150,210,265,109,156,237,65,172,39.2,35.1,42.1
50,1,1107,Alabama,Pickens County,2019,19930,10014,9916,1026,542,484,1899,989,910,939,514,425,1671,954,717,16569,8239,8330,16066,7969,8097,7417,3922,3495,5029,2584,2445,5480,2660,2820,3886,1771,2115,1026,542,484,1038,552,486,1083,567,516,1186,646,540,4333,2026,2307,1202,692,510,1379,710,669,1319,725,594,1262,640,622,1069,509,560,1323,641,682,1307,605,702,1518,772,746,1332,642,690,11711,5775,5936,1212,598,614,984,453,531,726,327,399,534,231,303,430,162,268,41.9,39.5,44.8
50,1,1109,Alabama,Pike County,2019,33114,15919,17195,1751,930,821,3160,1662,1498,1384,724,660,7422,3444,3978,27518,12964,14554,26819,12603,14216,15747,7641,8106,7295,3655,3640,7071,3279,3792,5031,2225,2806,1751,930,821,1752,917,835,1762,927,835,2908,1300,1608,8173,4099,4074,5544,2686,2858,2352,1311,1041,1624,810,814,1734,829,905,1585,705,880,1667,803,864,1646,740,906,1886,865,1021,1872,871,1001,19910,10290,9620,1484,702,782,1369,637,732,947,429,518,662,274,388,569,183,386,31.4,29.4,33.8
50,1,1111,Alabama,Randolph County,2019,22722,11078,11644,1278,654,624,2417,1227,1190,1102,579,523,1909,983,926,18473,8917,9556,17925,8618,9307,7604,3777,3827,4880,2352,2528,6395,3107,3288,4741,2176,2565,1278,654,624,1318,658,660,1386,706,680,1437,778,659,5419,2623,2796,1287,647,640,1324,662,662,1145,535,610,1188,555,633,1223,600,623,1440,695,745,1556,764,792,1739,843,896,1660,805,855,12562,6456,6106,1469,746,723,1259,601,658,935,427,508,576,238,338,502,164,338,44,42.9,45.2
50,1,1113,Alabama,Russell County,2019,57961,27767,30194,4018,1979,2039,7043,3626,3417,2926,1493,1433,4626,2291,2335,45432,21409,24023,43974,20669,23305,22805,11097,11708,16024,7716,8308,14735,7073,7662,8589,3589,5000,4018,1979,2039,3926,2028,1898,3888,2001,1887,3450,1785,1665,15282,7489,7793,3331,1596,1735,4650,2259,2391,4069,1950,2119,3824,1831,1993,3481,1676,1805,3563,1712,1851,3658,1785,1873,3923,1880,2043,3591,1696,1895,34090,17705,16385,2899,1312,1587,2307,1008,1299,1533,633,900,976,403,573,874,233,641,37.2,35.8,38.4
50,1,1115,Alabama,St. Clair County,2019,89512,44352,45160,5200,2590,2610,10390,5438,4952,4586,2391,2195,6315,3302,3013,71573,35081,36492,69336,33933,35403,33103,16816,16287,23409,11780,11629,24529,12117,12412,15083,6734,8349,5200,2590,2610,5640,2945,2695,5957,3150,2807,5142,2684,2458,21939,10570,11369,4552,2352,2200,5858,3025,2833,5978,3051,2927,5951,2943,3008,5622,2761,2861,6144,3054,3090,6048,3079,2969,6431,3139,3292,5906,2845,3061,52490,26241,26249,4966,2268,2698,4135,1933,2202,2925,1325,1600,1724,718,1006,1333,490,843,40.4,39,41.9
50,1,1117,Alabama,Shelby County,2019,217702,105203,112499,12283,6149,6134,25843,13142,12701,12374,6213,6161,17925,8838,9087,173377,82806,90571,167202,79699,87503,83079,40590,42489,55818,27070,28748,58735,28332,30403,34724,15459,19265,12283,6149,6134,13716,6902,6814,15165,7771,7394,14639,7324,7315,55803,27657,28146,12622,6196,6426,12955,6377,6578,13253,6299,6954,14763,7155,7608,14847,7239,7608,15779,7673,8106,14571,7086,7485,14823,7093,7730,13562,6480,7082,127175,65577,61598,11852,5426,6426,9313,4346,4967,6151,2699,3452,3798,1621,2177,3610,1367,2243,39.8,39,40.7
50,1,1119,Alabama,Sumter County,2019,12427,5684,6743,713,371,342,1137,573,564,510,247,263,2368,1074,1294,10325,4614,5711,10067,4493,5574,5177,2405,2772,2420,1139,1281,2954,1324,1630,2325,956,1369,713,371,342,613,325,288,645,303,342,1007,490,517,2978,1489,1489,1750,776,974,857,421,436,534,269,265,513,234,279,516,215,301,650,293,357,612,273,339,846,373,473,846,385,461,7124,3885,3239,782,386,396,533,244,289,364,131,233,290,112,178,356,83,273,36,32.9,38.8
50,1,1121,Alabama,Talladega County,2019,79978,38479,41499,4273,2236,2037,8404,4149,4255,4028,1969,2059,6880,3221,3659,65326,31107,34219,63273,30125,33148,29621,14436,15185,19706,9724,9982,21918,10524,11394,14769,6656,8113,4273,2236,2037,4417,2239,2178,4980,2388,2592,5022,2435,2587,18692,9394,9298,4893,2277,2616,5442,2758,2684,4893,2451,2442,4741,2282,2459,4630,2233,2397,5403,2605,2798,5274,2606,2668,5623,2671,2952,5618,2642,2976,46517,23992,22525,4855,2308,2547,4052,1900,2152,2754,1248,1506,1701,711,990,1407,489,918,41.4,40.4,42.3
50,1,1123,Alabama,Tallapoosa County,2019,40367,19562,20805,2148,1098,1050,4265,2188,2077,1820,927,893,2957,1503,1454,33028,15802,17226,32134,15349,16785,13082,6398,6684,8747,4201,4546,11443,5499,5944,8987,4146,4841,2148,1098,1050,2356,1198,1158,2351,1223,1128,2183,1092,1091,9038,4427,4611,2152,1105,1047,2508,1242,1266,2115,1037,1078,2089,953,1136,2035,969,1066,2439,1151,1288,2813,1323,1490,2993,1508,1485,3198,1517,1681,22342,11537,10805,2918,1365,1553,2437,1156,1281,1734,818,916,1083,463,620,815,344,471,45.6,44.3,46.7
50,1,1125,Alabama,Tuscaloosa County,2019,209355,100780,108575,12532,6427,6105,22009,11163,10846,9429,4781,4648,33326,16179,17147,170132,80821,89311,165385,78409,86976,96501,47141,49360,56052,27366,28686,47218,22429,24789,28789,12435,16354,12532,6427,6105,12364,6250,6114,11951,6098,5853,17017,8238,8779,53864,26851,27013,23432,11537,11895,16806,8287,8519,14056,6954,7102,13217,6428,6789,11973,5697,6276,12240,5809,6431,11216,5340,5876,11926,5750,6176,11836,5530,6306,126702,65370,61332,10272,4756,5516,7418,3401,4017,4836,2080,2756,3085,1210,1875,3178,988,2190,33.6,32.3,34.9
50,1,1127,Alabama,Walker County,2019,63521,30982,32539,3854,2001,1853,7078,3579,3499,3201,1690,1511,4865,2478,2387,51034,24558,26476,49388,23712,25676,22180,11063,11117,14862,7305,7557,17252,8462,8790,12409,5467,6942,3854,2001,1853,3949,2006,1943,3877,1983,1894,3770,1988,1782,15450,7472,7978,3548,1770,1778,4162,2101,2061,3512,1749,1763,3454,1706,1748,3734,1749,1985,4081,2090,1991,4130,2095,2035,4530,2193,2337,4511,2084,2427,35662,18125,17537,3931,1891,2040,3398,1490,1908,2383,1039,1344,1641,657,984,1056,390,666,42.2,40.5,43.6
50,1,1129,Alabama,Washington County,2019,16326,8001,8325,903,415,488,1760,920,840,941,523,418,1317,678,639,13220,6428,6792,12722,6143,6579,5648,2872,2776,3611,1782,1829,4575,2230,2345,3219,1453,1766,903,415,488,915,483,432,1066,548,518,1085,598,487,3969,1925,2044,952,492,460,1017,532,485,796,405,391,923,429,494,875,416,459,1063,518,545,1109,532,577,1247,622,625,1156,558,598,9138,4634,4504,1029,461,568,870,426,444,603,263,340,382,176,206,335,127,208,43,41.2,44.5
50,1,1131,Alabama,Wilcox County,2019,10373,4922,5451,654,329,325,1158,577,581,607,297,310,990,520,470,8267,3877,4390,7954,3719,4235,3703,1794,1909,2253,1045,1208,2606,1201,1405,2105,953,1152,654,329,325,649,326,323,656,319,337,770,390,380,2729,1365,1364,680,359,321,598,303,295,545,261,284,547,240,307,563,241,322,609,280,329,613,271,342,683,313,370,701,337,364,5539,2934,2605,679,347,332,574,275,299,350,163,187,257,97,160,245,71,174,40.7,38.6,42.3
50,1,1133,Alabama,Winston County,2019,23629,11627,12002,1264,633,631,2367,1241,1126,1134,568,566,1772,904,868,19424,9476,9948,18864,9185,9679,7725,3852,3873,5105,2522,2583,6820,3435,3385,5167,2324,2843,1264,633,631,1262,683,579,1391,700,691,1358,697,661,5275,2562,2713,1262,633,629,1312,630,682,1195,595,600,1269,609,660,1329,688,641,1573,817,756,1680,856,824,1843,910,933,1724,852,872,13187,6597,6590,1543,762,781,1391,655,736,1014,442,572,628,267,361,591,198,393,45.6,44.6,46.6
